row_id,model,transformation,true_label,original_prediction,transformed_prediction,prediction_changed,original_caption,transformed_caption
75143,BLIP Caption + BERT,crop,0,0,0,False,a man in a suit and tie sitting at a table,a man in a suit and tie sitting at a table
97700,CLIP + MLP,blur,1,0,0,False,,
97700,ViLT,blur,1,0,0,False,,
97700,BLIP Caption + BERT,blur,1,0,1,True,a small coin sitting on top of a table,a metal ball on a table
97700,CLIP + MLP,grayscale,1,0,0,False,,
97700,ViLT,grayscale,1,0,0,False,,
97700,BLIP Caption + BERT,grayscale,1,0,1,True,a small coin sitting on top of a table,a coin on a table
97700,CLIP + MLP,darken,1,0,0,False,,
97700,ViLT,darken,1,0,0,False,,
97700,BLIP Caption + BERT,darken,1,0,0,False,a small coin sitting on top of a table,a small coin sitting on top of a table
97700,CLIP + MLP,crop,1,0,0,False,,
97700,ViLT,crop,1,0,0,False,,
97700,BLIP Caption + BERT,crop,1,0,0,False,a small coin sitting on top of a table,a small coin sitting on top of a table
111617,CLIP + MLP,blur,1,1,1,False,,
111617,ViLT,blur,1,0,1,True,,
111617,BLIP Caption + BERT,blur,1,1,1,False,a family poses for a photo in the mountains,a man and woman standing in a field
111617,CLIP + MLP,grayscale,1,1,1,False,,
111617,ViLT,grayscale,1,0,1,True,,
111617,BLIP Caption + BERT,grayscale,1,1,1,False,a family poses for a photo in the mountains,a man and woman standing in a field
111617,CLIP + MLP,darken,1,1,1,False,,
111617,ViLT,darken,1,0,1,True,,
111617,BLIP Caption + BERT,darken,1,1,1,False,a family poses for a photo in the mountains,a family poses for a photo in the mountains
111617,CLIP + MLP,crop,1,1,1,False,,
111617,ViLT,crop,1,0,1,True,,
111617,BLIP Caption + BERT,crop,1,1,0,True,a family poses for a photo in the mountains,a family poses for a photo in the middle of a field
47722,CLIP + MLP,blur,1,0,0,False,,
47722,ViLT,blur,1,1,1,False,,
47722,BLIP Caption + BERT,blur,1,1,0,True,a room with gold and red walls and ceiling,a large piece of wood with a pattern on it
47722,CLIP + MLP,grayscale,1,0,0,False,,
47722,ViLT,grayscale,1,1,0,True,,
47722,BLIP Caption + BERT,grayscale,1,1,0,True,a room with gold and red walls and ceiling,the ceiling in the chapel
47722,CLIP + MLP,darken,1,0,0,False,,
47722,ViLT,darken,1,1,1,False,,
47722,BLIP Caption + BERT,darken,1,1,1,False,a room with gold and red walls and ceiling,the ceiling of the hall of mirrors
47722,CLIP + MLP,crop,1,0,0,False,,
47722,ViLT,crop,1,1,1,False,,
47722,BLIP Caption + BERT,crop,1,1,1,False,a room with gold and red walls and ceiling,the ceiling in the palace
2956,CLIP + MLP,blur,1,0,0,False,,
2956,ViLT,blur,1,0,0,False,,
2956,BLIP Caption + BERT,blur,1,1,1,False,a police car is seen in this image,a blur of a car driving down a street
2956,CLIP + MLP,grayscale,1,0,0,False,,
2956,ViLT,grayscale,1,0,0,False,,
2956,BLIP Caption + BERT,grayscale,1,1,1,False,a police car is seen in this image,a police car is seen in this image
2956,CLIP + MLP,darken,1,0,0,False,,
2956,ViLT,darken,1,0,0,False,,
2956,BLIP Caption + BERT,darken,1,1,1,False,a police car is seen in this image,a police car is parked in the dark
2956,CLIP + MLP,crop,1,0,0,False,,
2956,ViLT,crop,1,0,1,True,,
2956,BLIP Caption + BERT,crop,1,1,1,False,a police car is seen in this image,a police car is seen in this image
91329,CLIP + MLP,blur,0,0,0,False,,
91329,ViLT,blur,0,0,0,False,,
91329,BLIP Caption + BERT,blur,0,0,1,True,a small bird is sitting on the beach,a person in a kayak pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad
91329,CLIP + MLP,grayscale,0,0,0,False,,
91329,ViLT,grayscale,0,0,0,False,,
91329,BLIP Caption + BERT,grayscale,0,0,0,False,a small bird is sitting on the beach,a black and white photo of a sea turtle on the beach
91329,CLIP + MLP,darken,0,0,0,False,,
91329,ViLT,darken,0,0,0,False,,
91329,BLIP Caption + BERT,darken,0,0,0,False,a small bird is sitting on the beach,a small bird is sitting on the beach
91329,CLIP + MLP,crop,0,0,0,False,,
91329,ViLT,crop,0,0,0,False,,
91329,BLIP Caption + BERT,crop,0,0,0,False,a small bird is sitting on the beach,a small turtle on the beach
96303,CLIP + MLP,blur,0,0,0,False,,
96303,ViLT,blur,0,0,0,False,,
96303,BLIP Caption + BERT,blur,0,0,0,False,a woman holding a cup,a woman and a child are dancing in a room
96303,CLIP + MLP,grayscale,0,0,0,False,,
96303,ViLT,grayscale,0,0,0,False,,
96303,BLIP Caption + BERT,grayscale,0,0,0,False,a woman holding a cup,a woman in a coat and a woman in a dress
96303,CLIP + MLP,darken,0,0,0,False,,
96303,ViLT,darken,0,0,0,False,,
96303,BLIP Caption + BERT,darken,0,0,0,False,a woman holding a cup,a woman holding a cup
96303,CLIP + MLP,crop,0,0,0,False,,
96303,ViLT,crop,0,0,0,False,,
96303,BLIP Caption + BERT,crop,0,0,0,False,a woman holding a cup,a woman holding a cup
108776,CLIP + MLP,blur,1,0,0,False,,
108776,ViLT,blur,1,0,0,False,,
108776,BLIP Caption + BERT,blur,1,1,1,False,two kittens are sitting on the ground,a cat is sitting on a chair
108776,CLIP + MLP,grayscale,1,0,0,False,,
108776,ViLT,grayscale,1,0,0,False,,
108776,BLIP Caption + BERT,grayscale,1,1,1,False,two kittens are sitting on the ground,two kittens are sitting on the ground
108776,CLIP + MLP,darken,1,0,0,False,,
108776,ViLT,darken,1,0,0,False,,
108776,BLIP Caption + BERT,darken,1,1,1,False,two kittens are sitting on the ground,two kittens are laying on the floor
108776,CLIP + MLP,crop,1,0,0,False,,
108776,ViLT,crop,1,0,0,False,,
108776,BLIP Caption + BERT,crop,1,1,1,False,two kittens are sitting on the ground,two kittens are sitting on the ground
96274,CLIP + MLP,blur,0,0,0,False,,
96274,ViLT,blur,0,0,0,False,,
96274,BLIP Caption + BERT,blur,0,0,0,False,a woman in an orange jacket and blue pants is walking on a rocky beach,a person walking on a beach with a surfboard
96274,CLIP + MLP,grayscale,0,0,0,False,,
96274,ViLT,grayscale,0,0,0,False,,
96274,BLIP Caption + BERT,grayscale,0,0,0,False,a woman in an orange jacket and blue pants is walking on a rocky beach,a woman in white dress walking on a rocky beach
96274,CLIP + MLP,darken,0,0,0,False,,
96274,ViLT,darken,0,0,0,False,,
96274,BLIP Caption + BERT,darken,0,0,0,False,a woman in an orange jacket and blue pants is walking on a rocky beach,a woman in a yellow jacket and blue pants is walking on a rocky beach
96274,CLIP + MLP,crop,0,0,0,False,,
96274,ViLT,crop,0,0,0,False,,
96274,BLIP Caption + BERT,crop,0,0,0,False,a woman in an orange jacket and blue pants is walking on a rocky beach,a man and a child are standing on a rocky beach
5155,CLIP + MLP,blur,0,0,0,False,,
5155,ViLT,blur,0,0,1,True,,
5155,BLIP Caption + BERT,blur,0,0,1,True,"president obama and his wife, michelle, are seen in the oval room of the white house on monday, oct 11, 2012",president person meets with a child at the white house
5155,CLIP + MLP,grayscale,0,0,0,False,,
5155,ViLT,grayscale,0,0,1,True,,
5155,BLIP Caption + BERT,grayscale,0,0,1,True,"president obama and his wife, michelle, are seen in the oval room of the white house on monday, oct 11, 2012",a man in a suit adjusting another man ' s tie
5155,CLIP + MLP,darken,0,0,0,False,,
5155,ViLT,darken,0,0,0,False,,
5155,BLIP Caption + BERT,darken,0,0,0,False,"president obama and his wife, michelle, are seen in the oval room of the white house on monday, oct 11, 2012",a young boy in a suit
5155,CLIP + MLP,crop,0,0,0,False,,
5155,ViLT,crop,0,0,1,True,,
5155,BLIP Caption + BERT,crop,0,0,1,True,"president obama and his wife, michelle, are seen in the oval room of the white house on monday, oct 11, 2012","president obama and his son, barack, are shown in the oval room of the white house"
82723,CLIP + MLP,blur,1,1,1,False,,
82723,ViLT,blur,1,1,1,False,,
82723,BLIP Caption + BERT,blur,1,0,0,False,"the book cover for the book, the book of the sea","the cover of the book, the whale"
82723,CLIP + MLP,grayscale,1,1,1,False,,
82723,ViLT,grayscale,1,1,0,True,,
82723,BLIP Caption + BERT,grayscale,1,0,0,False,"the book cover for the book, the book of the sea","the book cover for the book, with a black and white image of a bird flying in the sky"
82723,CLIP + MLP,darken,1,1,1,False,,
82723,ViLT,darken,1,1,1,False,,
82723,BLIP Caption + BERT,darken,1,0,0,False,"the book cover for the book, the book of the sea","the book cover for the book, the whale"
82723,CLIP + MLP,crop,1,1,1,False,,
82723,ViLT,crop,1,1,1,False,,
82723,BLIP Caption + BERT,crop,1,0,0,False,"the book cover for the book, the book of the sea",the whale by william william wallace
67065,CLIP + MLP,blur,1,1,1,False,,
67065,ViLT,blur,1,1,0,True,,
67065,BLIP Caption + BERT,blur,1,0,0,False,a fence that has been set up on the side of a road,a man in a black shirt and a white shirt is standing in front of a mountain
67065,CLIP + MLP,grayscale,1,1,1,False,,
67065,ViLT,grayscale,1,1,1,False,,
67065,BLIP Caption + BERT,grayscale,1,0,0,False,a fence that has been set up on the side of a road,a fence with a bird in it
67065,CLIP + MLP,darken,1,1,1,False,,
67065,ViLT,darken,1,1,1,False,,
67065,BLIP Caption + BERT,darken,1,0,0,False,a fence that has been set up on the side of a road,a large mesh net is attached to a fence
67065,CLIP + MLP,crop,1,1,1,False,,
67065,ViLT,crop,1,1,1,False,,
67065,BLIP Caption + BERT,crop,1,0,0,False,a fence that has been set up on the side of a road,a chicken cage with a chicken inside
75462,CLIP + MLP,blur,0,0,0,False,,
75462,ViLT,blur,0,0,0,False,,
75462,BLIP Caption + BERT,blur,0,0,0,False,a bottle of wine with a label that says gre grove aged 8 years,a bottle of wine with a label that says gre grove aged 8 years
75462,CLIP + MLP,grayscale,0,0,0,False,,
75462,ViLT,grayscale,0,0,0,False,,
75462,BLIP Caption + BERT,grayscale,0,0,0,False,a bottle of wine with a label that says gre grove aged 8 years,a bottle of wine with a label on it
75462,CLIP + MLP,darken,0,0,0,False,,
75462,ViLT,darken,0,0,0,False,,
75462,BLIP Caption + BERT,darken,0,0,0,False,a bottle of wine with a label that says gre grove aged 8 years,a bottle of wine with a label that says wine cave age 8 years
75462,CLIP + MLP,crop,0,0,0,False,,
75462,ViLT,crop,0,0,0,False,,
75462,BLIP Caption + BERT,crop,0,0,0,False,a bottle of wine with a label that says gre grove aged 8 years,"a bottle of wine with a label that says, ' wine cremee aged 8 years '"
107166,CLIP + MLP,blur,0,0,0,False,,
107166,ViLT,blur,0,0,1,True,,
107166,BLIP Caption + BERT,blur,0,1,1,False,a man with a tattoo on his arm,a woman with a tattoo on her arm
107166,CLIP + MLP,grayscale,0,0,0,False,,
107166,ViLT,grayscale,0,0,0,False,,
107166,BLIP Caption + BERT,grayscale,0,1,1,False,a man with a tattoo on his arm,a man with a tattoo on his arm
107166,CLIP + MLP,darken,0,0,0,False,,
107166,ViLT,darken,0,0,0,False,,
107166,BLIP Caption + BERT,darken,0,1,1,False,a man with a tattoo on his arm,a man with a tattoo on his arm
107166,CLIP + MLP,crop,0,0,0,False,,
107166,ViLT,crop,0,0,0,False,,
107166,BLIP Caption + BERT,crop,0,1,1,False,a man with a tattoo on his arm,a man with a tattoo on his arm
110087,CLIP + MLP,blur,1,0,0,False,,
110087,ViLT,blur,1,0,0,False,,
110087,BLIP Caption + BERT,blur,1,0,0,False,a man and woman in a room with a car,a group of people walking around a car
110087,CLIP + MLP,grayscale,1,0,0,False,,
110087,ViLT,grayscale,1,0,0,False,,
110087,BLIP Caption + BERT,grayscale,1,0,0,False,a man and woman in a room with a car,a group of people standing around a car
110087,CLIP + MLP,darken,1,0,0,False,,
110087,ViLT,darken,1,0,0,False,,
110087,BLIP Caption + BERT,darken,1,0,0,False,a man and woman in a room with a car,a group of people standing around a car
110087,CLIP + MLP,crop,1,0,0,False,,
110087,ViLT,crop,1,0,0,False,,
110087,BLIP Caption + BERT,crop,1,0,0,False,a man and woman in a room with a car,a man and woman in a suit are fighting
60653,CLIP + MLP,blur,0,0,0,False,,
60653,ViLT,blur,0,0,0,False,,
60653,BLIP Caption + BERT,blur,0,1,1,False,a group of children playing soccer in a field,a group of children playing soccer in a field
60653,CLIP + MLP,grayscale,0,0,0,False,,
60653,ViLT,grayscale,0,0,0,False,,
60653,BLIP Caption + BERT,grayscale,0,1,1,False,a group of children playing soccer in a field,a group of children playing soccer in a field
60653,CLIP + MLP,darken,0,0,0,False,,
60653,ViLT,darken,0,0,0,False,,
60653,BLIP Caption + BERT,darken,0,1,0,True,a group of children playing soccer in a field,a group of kids running across a field
60653,CLIP + MLP,crop,0,0,0,False,,
60653,ViLT,crop,0,0,0,False,,
60653,BLIP Caption + BERT,crop,0,1,1,False,a group of children playing soccer in a field,a group of children playing soccer in a field
97650,CLIP + MLP,blur,1,0,0,False,,
97650,ViLT,blur,1,0,0,False,,
97650,BLIP Caption + BERT,blur,1,0,0,False,a car is stopped at a stop on the side of the road,a car is driving down a street with a stop sign
97650,CLIP + MLP,grayscale,1,0,0,False,,
97650,ViLT,grayscale,1,0,0,False,,
97650,BLIP Caption + BERT,grayscale,1,0,0,False,a car is stopped at a stop on the side of the road,a car is driving down the road in the middle of the city
97650,CLIP + MLP,darken,1,0,0,False,,
97650,ViLT,darken,1,0,0,False,,
97650,BLIP Caption + BERT,darken,1,0,0,False,a car is stopped at a stop on the side of the road,a car is driving down the road in the daytime
97650,CLIP + MLP,crop,1,0,0,False,,
97650,ViLT,crop,1,0,0,False,,
97650,BLIP Caption + BERT,crop,1,0,0,False,a car is stopped at a stop on the side of the road,a car is parked on the side of the road
35745,CLIP + MLP,blur,1,1,1,False,,
35745,ViLT,blur,1,1,1,False,,
35745,BLIP Caption + BERT,blur,1,0,0,False,a person holding a piece of driftwood on the beach,a person holding a stick on the beach
35745,CLIP + MLP,grayscale,1,1,1,False,,
35745,ViLT,grayscale,1,1,1,False,,
35745,BLIP Caption + BERT,grayscale,1,0,0,False,a person holding a piece of driftwood on the beach,a woman sitting on the beach with her legs crossed
35745,CLIP + MLP,darken,1,1,1,False,,
35745,ViLT,darken,1,1,1,False,,
35745,BLIP Caption + BERT,darken,1,0,0,False,a person holding a piece of driftwood on the beach,a person holding a stick on a beach
35745,CLIP + MLP,crop,1,1,1,False,,
35745,ViLT,crop,1,1,1,False,,
35745,BLIP Caption + BERT,crop,1,0,0,False,a person holding a piece of driftwood on the beach,a person holding a stick on a beach
80963,CLIP + MLP,blur,0,0,0,False,,
80963,ViLT,blur,0,0,0,False,,
80963,BLIP Caption + BERT,blur,0,0,0,False,a dog with a frumbous expression,a dog with a frumbous expression
80963,CLIP + MLP,grayscale,0,0,0,False,,
80963,ViLT,grayscale,0,0,0,False,,
80963,BLIP Caption + BERT,grayscale,0,0,0,False,a dog with a frumbous expression,a dog with a harness on running through the sand
80963,CLIP + MLP,darken,0,0,0,False,,
80963,ViLT,darken,0,0,0,False,,
80963,BLIP Caption + BERT,darken,0,0,0,False,a dog with a frumbous expression,a dog with a green and white scarf on its neck
80963,CLIP + MLP,crop,0,0,0,False,,
80963,ViLT,crop,0,0,0,False,,
80963,BLIP Caption + BERT,crop,0,0,0,False,a dog with a frumbous expression,a dog with a frurd mouth
28402,CLIP + MLP,blur,1,0,0,False,,
28402,ViLT,blur,1,1,0,True,,
28402,BLIP Caption + BERT,blur,1,0,0,False,two girls standing in front of a chalk board,two girls standing in front of a chalk board
28402,CLIP + MLP,grayscale,1,0,0,False,,
28402,ViLT,grayscale,1,1,0,True,,
28402,BLIP Caption + BERT,grayscale,1,0,0,False,two girls standing in front of a chalk board,two girls standing in front of a blackboard with the words you sesement no one diet
28402,CLIP + MLP,darken,1,0,0,False,,
28402,ViLT,darken,1,1,0,True,,
28402,BLIP Caption + BERT,darken,1,0,0,False,two girls standing in front of a chalk board,two girls standing in front of a blackboard
28402,CLIP + MLP,crop,1,0,0,False,,
28402,ViLT,crop,1,1,0,True,,
28402,BLIP Caption + BERT,crop,1,0,0,False,two girls standing in front of a chalk board,two girls standing in front of a blackboard
32876,CLIP + MLP,blur,1,1,1,False,,
32876,ViLT,blur,1,1,1,False,,
32876,BLIP Caption + BERT,blur,1,0,0,False,a sign on a public restroom door,a sign on a door with several different signs
32876,CLIP + MLP,grayscale,1,1,1,False,,
32876,ViLT,grayscale,1,1,1,False,,
32876,BLIP Caption + BERT,grayscale,1,0,0,False,a sign on a public restroom door,a black and white photo of a bathroom sign
32876,CLIP + MLP,darken,1,1,1,False,,
32876,ViLT,darken,1,1,1,False,,
32876,BLIP Caption + BERT,darken,1,0,0,False,a sign on a public restroom door,a sign on a door in a bathroom
32876,CLIP + MLP,crop,1,1,1,False,,
32876,ViLT,crop,1,1,1,False,,
32876,BLIP Caption + BERT,crop,1,0,0,False,a sign on a public restroom door,a sign on a public toilet
46983,CLIP + MLP,blur,0,0,0,False,,
46983,ViLT,blur,0,0,0,False,,
46983,BLIP Caption + BERT,blur,0,1,0,True,a baby in a diat,a baby in a black and white photo
46983,CLIP + MLP,grayscale,0,0,0,False,,
46983,ViLT,grayscale,0,0,0,False,,
46983,BLIP Caption + BERT,grayscale,0,1,0,True,a baby in a diat,a baby holding a bottle of water
46983,CLIP + MLP,darken,0,0,0,False,,
46983,ViLT,darken,0,0,0,False,,
46983,BLIP Caption + BERT,darken,0,1,0,True,a baby in a diat,a baby holding a cell phone in his hand
46983,CLIP + MLP,crop,0,0,0,False,,
46983,ViLT,crop,0,0,0,False,,
46983,BLIP Caption + BERT,crop,0,1,0,True,a baby in a diat,a baby holding a bottle of water in his mouth
5656,CLIP + MLP,blur,1,0,0,False,,
5656,ViLT,blur,1,0,0,False,,
5656,BLIP Caption + BERT,blur,1,0,0,False,a woman sitting on a chair with a dog,a woman sitting on a bench with a dog
5656,CLIP + MLP,grayscale,1,0,0,False,,
5656,ViLT,grayscale,1,0,0,False,,
5656,BLIP Caption + BERT,grayscale,1,0,0,False,a woman sitting on a chair with a dog,a woman sitting on a chair with a dog
5656,CLIP + MLP,darken,1,0,0,False,,
5656,ViLT,darken,1,0,0,False,,
5656,BLIP Caption + BERT,darken,1,0,0,False,a woman sitting on a chair with a dog,a woman sitting on a chair with a dog
5656,CLIP + MLP,crop,1,0,0,False,,
5656,ViLT,crop,1,0,0,False,,
5656,BLIP Caption + BERT,crop,1,0,0,False,a woman sitting on a chair with a dog,a woman sitting on a chair with a dog
98097,CLIP + MLP,blur,0,0,0,False,,
98097,ViLT,blur,0,0,0,False,,
98097,BLIP Caption + BERT,blur,0,0,0,False,a man in a black suit,a man in a black suit holding a sword
98097,CLIP + MLP,grayscale,0,0,0,False,,
98097,ViLT,grayscale,0,0,0,False,,
98097,BLIP Caption + BERT,grayscale,0,0,0,False,a man in a black suit,a man in a suit and hat holding a large alligator
98097,CLIP + MLP,darken,0,0,0,False,,
98097,ViLT,darken,0,0,0,False,,
98097,BLIP Caption + BERT,darken,0,0,0,False,a man in a black suit,a man in a black suit holding a large alligator
98097,CLIP + MLP,crop,0,0,0,False,,
98097,ViLT,crop,0,0,0,False,,
98097,BLIP Caption + BERT,crop,0,0,0,False,a man in a black suit,a man in a suit and a crocodile
93883,CLIP + MLP,blur,1,1,1,False,,
93883,ViLT,blur,1,1,0,True,,
93883,BLIP Caption + BERT,blur,1,0,0,False,a car is seen on the street with a camera,a car is seen through a car window
93883,CLIP + MLP,grayscale,1,1,1,False,,
93883,ViLT,grayscale,1,1,1,False,,
93883,BLIP Caption + BERT,grayscale,1,0,0,False,a car is seen on the street with a camera,a car is parked in the street with a camera
93883,CLIP + MLP,darken,1,1,1,False,,
93883,ViLT,darken,1,1,1,False,,
93883,BLIP Caption + BERT,darken,1,0,0,False,a car is seen on the street with a camera,a car is seen on the screen of a smartphone
93883,CLIP + MLP,crop,1,1,1,False,,
93883,ViLT,crop,1,1,1,False,,
93883,BLIP Caption + BERT,crop,1,0,0,False,a car is seen on the street with a camera,a blue car is stopped at a traffic light
2090,CLIP + MLP,blur,0,0,0,False,,
2090,ViLT,blur,0,0,0,False,,
2090,BLIP Caption + BERT,blur,0,0,0,False,a mountain with a sign that says mount of chid,"the cover of the book, the great adventure"
2090,CLIP + MLP,grayscale,0,0,0,False,,
2090,ViLT,grayscale,0,0,0,False,,
2090,BLIP Caption + BERT,grayscale,0,0,0,False,a mountain with a sign that says mount of chid,a black and white photo of a mountain range
2090,CLIP + MLP,darken,0,0,0,False,,
2090,ViLT,darken,0,0,0,False,,
2090,BLIP Caption + BERT,darken,0,0,0,False,a mountain with a sign that says mount of chid,a mountain with a black and orange background
2090,CLIP + MLP,crop,0,0,0,False,,
2090,ViLT,crop,0,0,0,False,,
2090,BLIP Caption + BERT,crop,0,0,0,False,a mountain with a sign that says mount of chid,a mountain with a sign that says mount hope
87594,CLIP + MLP,blur,1,0,0,False,,
87594,ViLT,blur,1,0,0,False,,
87594,BLIP Caption + BERT,blur,1,1,1,False,a man in a black jacket and a woman in a black jacket,two people are walking down the street
87594,CLIP + MLP,grayscale,1,0,0,False,,
87594,ViLT,grayscale,1,0,0,False,,
87594,BLIP Caption + BERT,grayscale,1,1,1,False,a man in a black jacket and a woman in a black jacket,a man and a woman sitting on the ground
87594,CLIP + MLP,darken,1,0,0,False,,
87594,ViLT,darken,1,0,0,False,,
87594,BLIP Caption + BERT,darken,1,1,0,True,a man in a black jacket and a woman in a black jacket,a man and a little girl are walking down the street
87594,CLIP + MLP,crop,1,0,0,False,,
87594,ViLT,crop,1,0,0,False,,
87594,BLIP Caption + BERT,crop,1,1,0,True,a man in a black jacket and a woman in a black jacket,a man and a little girl are sitting on the ground
73867,CLIP + MLP,blur,0,0,0,False,,
73867,ViLT,blur,0,0,0,False,,
73867,BLIP Caption + BERT,blur,0,0,0,False,a group of people standing around a pool,a crowd of people standing around a fire
73867,CLIP + MLP,grayscale,0,0,0,False,,
73867,ViLT,grayscale,0,0,0,False,,
73867,BLIP Caption + BERT,grayscale,0,0,0,False,a group of people standing around a pool,a black and white photo of people dancing
73867,CLIP + MLP,darken,0,0,0,False,,
73867,ViLT,darken,0,0,0,False,,
73867,BLIP Caption + BERT,darken,0,0,0,False,a group of people standing around a pool,a crowd of people standing around a large white pool
73867,CLIP + MLP,crop,0,0,0,False,,
73867,ViLT,crop,0,0,0,False,,
73867,BLIP Caption + BERT,crop,0,0,0,False,a group of people standing around a pool,a group of people standing around a fire
13971,CLIP + MLP,blur,0,0,0,False,,
13971,ViLT,blur,0,0,0,False,,
13971,BLIP Caption + BERT,blur,0,0,0,False,a wooden table with a metal latch,a wooden table with a small hole in the middle
13971,CLIP + MLP,grayscale,0,0,0,False,,
13971,ViLT,grayscale,0,0,0,False,,
13971,BLIP Caption + BERT,grayscale,0,0,0,False,a wooden table with a metal latch,a close up of a wooden table with a metal latch
13971,CLIP + MLP,darken,0,0,0,False,,
13971,ViLT,darken,0,0,0,False,,
13971,BLIP Caption + BERT,darken,0,0,0,False,a wooden table with a metal latch,a wooden box with a metal latch
13971,CLIP + MLP,crop,0,0,0,False,,
13971,ViLT,crop,0,0,0,False,,
13971,BLIP Caption + BERT,crop,0,0,0,False,a wooden table with a metal latch,a wooden table with a metal latch
50691,CLIP + MLP,blur,0,0,0,False,,
50691,ViLT,blur,0,0,0,False,,
50691,BLIP Caption + BERT,blur,0,0,0,False,a woman sitting on the floor in a living room,a woman laying on a bed with a laptop
50691,CLIP + MLP,grayscale,0,0,0,False,,
50691,ViLT,grayscale,0,0,0,False,,
50691,BLIP Caption + BERT,grayscale,0,0,0,False,a woman sitting on the floor in a living room,a woman sitting on the floor in a white room
50691,CLIP + MLP,darken,0,0,0,False,,
50691,ViLT,darken,0,0,0,False,,
50691,BLIP Caption + BERT,darken,0,0,0,False,a woman sitting on the floor in a living room,a woman sitting on a bed with her arms crossed
50691,CLIP + MLP,crop,0,0,0,False,,
50691,ViLT,crop,0,0,0,False,,
50691,BLIP Caption + BERT,crop,0,0,0,False,a woman sitting on the floor in a living room,a woman sitting on the floor in a living room
65144,CLIP + MLP,blur,0,0,0,False,,
65144,ViLT,blur,0,0,0,False,,
65144,BLIP Caption + BERT,blur,0,0,0,False,a man doing a handstant on a cobblestone,a man doing a handstant in the middle of a cobb street
65144,CLIP + MLP,grayscale,0,0,0,False,,
65144,ViLT,grayscale,0,0,0,False,,
65144,BLIP Caption + BERT,grayscale,0,0,1,True,a man doing a handstant on a cobblestone,a man doing a handstant in a narrow street
65144,CLIP + MLP,darken,0,0,0,False,,
65144,ViLT,darken,0,0,0,False,,
65144,BLIP Caption + BERT,darken,0,0,0,False,a man doing a handstant on a cobblestone,a man doing a handstant on a cobblestone
65144,CLIP + MLP,crop,0,0,0,False,,
65144,ViLT,crop,0,0,0,False,,
65144,BLIP Caption + BERT,crop,0,0,0,False,a man doing a handstant on a cobblestone,a man doing a handstant on a cobblestone
105394,CLIP + MLP,blur,1,0,1,True,,
105394,ViLT,blur,1,1,1,False,,
105394,BLIP Caption + BERT,blur,1,0,1,True,the church of the immaculate in the city of los,a building with a large white tower in the middle
105394,CLIP + MLP,grayscale,1,0,0,False,,
105394,ViLT,grayscale,1,1,1,False,,
105394,BLIP Caption + BERT,grayscale,1,0,1,True,the church of the immaculate in the city of los,the church of the good shepherd
105394,CLIP + MLP,darken,1,0,0,False,,
105394,ViLT,darken,1,1,1,False,,
105394,BLIP Caption + BERT,darken,1,0,1,True,the church of the immaculate in the city of los,a building with a tower
105394,CLIP + MLP,crop,1,0,0,False,,
105394,ViLT,crop,1,1,1,False,,
105394,BLIP Caption + BERT,crop,1,0,1,True,the church of the immaculate in the city of los,the church of the immaculate
70530,CLIP + MLP,blur,0,1,1,False,,
70530,ViLT,blur,0,0,0,False,,
70530,BLIP Caption + BERT,blur,0,0,0,False,a river running through a forest filled with trees,a view of a river and trees
70530,CLIP + MLP,grayscale,0,1,1,False,,
70530,ViLT,grayscale,0,0,0,False,,
70530,BLIP Caption + BERT,grayscale,0,0,1,True,a river running through a forest filled with trees,a river in the mountains
70530,CLIP + MLP,darken,0,1,1,False,,
70530,ViLT,darken,0,0,0,False,,
70530,BLIP Caption + BERT,darken,0,0,0,False,a river running through a forest filled with trees,a river running through a forest filled with trees
70530,CLIP + MLP,crop,0,1,1,False,,
70530,ViLT,crop,0,0,0,False,,
70530,BLIP Caption + BERT,crop,0,0,0,False,a river running through a forest filled with trees,a stream in the middle of a forest
91933,CLIP + MLP,blur,1,0,0,False,,
91933,ViLT,blur,1,0,0,False,,
91933,BLIP Caption + BERT,blur,1,0,0,False,a group of people standing in a room,a group of people standing in a room
91933,CLIP + MLP,grayscale,1,0,0,False,,
91933,ViLT,grayscale,1,0,0,False,,
91933,BLIP Caption + BERT,grayscale,1,0,0,False,a group of people standing in a room,a group of people standing in a room
91933,CLIP + MLP,darken,1,0,0,False,,
91933,ViLT,darken,1,0,0,False,,
91933,BLIP Caption + BERT,darken,1,0,0,False,a group of people standing in a room,a group of people standing in a room
91933,CLIP + MLP,crop,1,0,0,False,,
91933,ViLT,crop,1,0,0,False,,
91933,BLIP Caption + BERT,crop,1,0,0,False,a group of people standing in a room,a group of people standing in a room
8975,CLIP + MLP,blur,0,0,0,False,,
8975,ViLT,blur,0,1,0,True,,
8975,BLIP Caption + BERT,blur,0,0,0,False,a bus is parked on the side of the road,a large billboard on the side of a road
8975,CLIP + MLP,grayscale,0,0,0,False,,
8975,ViLT,grayscale,0,1,1,False,,
8975,BLIP Caption + BERT,grayscale,0,0,0,False,a bus is parked on the side of the road,a bus is parked on the side of the road
8975,CLIP + MLP,darken,0,0,1,True,,
8975,ViLT,darken,0,1,1,False,,
8975,BLIP Caption + BERT,darken,0,0,1,True,a bus is parked on the side of the road,a large white building
8975,CLIP + MLP,crop,0,0,0,False,,
8975,ViLT,crop,0,1,1,False,,
8975,BLIP Caption + BERT,crop,0,0,0,False,a bus is parked on the side of the road,a truck is parked on the side of the road
34456,CLIP + MLP,blur,1,0,0,False,,
